Evento,Escenario,Bytes/s,Paquetes/s,Temp,Duración,Cluster_k2,Cluster_k3
335,Normal,-0.1568008514099144,-0.0866085745122523,1.323238928574254,0.0,0,2
336,Normal,-0.1568008514099144,-0.0866085745122523,0.6405243509329579,0.0,0,2
337,Normal,-0.1568008514099144,-0.0866085745122523,0.2991670621122492,0.0,0,2
338,Normal,-0.1568035583536942,-0.0866085745122523,1.323238928574254,0.0,0,2
339,Normal,-0.1568035583536942,-0.0866085745122523,-0.7249048043496344,0.0,0,0
340,Normal,-0.1565734681324074,-0.0862070841576565,0.9818816397535454,0.0,0,2
341,Normal,-0.1568008514099144,-0.0866085745122523,0.6405243509329579,0.0,0,2
342,Normal,-0.1568035583536942,-0.0866085745122523,-0.0421902267083382,0.0,0,0
343,Normal,-0.1568035583536942,-0.0866085745122523,1.323238928574254,0.0,0,2
344,Normal,-0.1568035583536942,-0.0866085745122523,-0.0421902267083382,0.0,0,0
345,Normal,-0.156806265297474,-0.0866085745122523,-0.7249048043496344,0.0,0,0
346,Normal,-0.1568008514099144,-0.0866085745122523,-1.4076193819909306,0.0,0,0
347,Normal,-0.1568008514099144,-0.0866085745122523,-1.4076193819909306,0.0,0,0
348,Normal,-0.1568035583536942,-0.0866085745122523,1.323238928574254,0.0,0,2
349,Normal,-0.1568008514099144,-0.0866085745122523,1.6645962173949629,0.0,0,2
350,Normal,-0.1568035583536942,-0.0866085745122523,-1.0662620931703433,0.0,0,0
351,Normal,-0.1568008514099144,-0.0866085745122523,-1.4076193819909306,0.0,0,0
352,Normal,-0.1568008514099144,-0.0866085745122523,1.6645962173949629,0.0,0,2
353,Normal,-0.1568008514099144,-0.0866085745122523,-0.383547515529047,0.0,0,0
354,Normal,-0.1568035583536942,-0.0866085745122523,-0.0421902267083382,0.0,0,0
355,Normal,-0.1568035583536942,-0.0866085745122523,-1.0662620931703433,0.0,0,0
356,Normal,-0.1568035583536942,-0.0866085745122523,0.9818816397535454,0.0,0,2
357,Normal,-0.1568008514099144,-0.0866085745122523,1.323238928574254,0.0,0,2
358,Normal,-0.1568035583536942,-0.0866085745122523,0.6405243509329579,0.0,0,2
359,Normal,-0.1568008514099144,-0.0866085745122523,-1.4076193819909306,0.0,0,0
360,Normal,-0.1568008514099144,-0.0866085745122523,1.6645962173949629,0.0,0,2
361,Normal,-0.1568035583536942,-0.0866085745122523,-0.0421902267083382,0.0,0,0
362,Normal,-0.1568008514099144,-0.0866085745122523,-0.7249048043496344,0.0,0,0
363,Normal,-0.1565761750761873,-0.0862070841576565,-0.383547515529047,0.0,0,0
364,Normal,-0.1568008514099144,-0.0866085745122523,0.2991670621122492,0.0,0,2
365,Normal,-0.1568008514099144,-0.0866085745122523,-0.383547515529047,0.0,0,0
366,Normal,-0.1568008514099144,-0.0866085745122523,1.6645962173949629,0.0,0,2
367,Normal,-0.1568008514099144,-0.0866085745122523,-1.4076193819909306,0.0,0,0
368,Normal,-0.1568035583536942,-0.0866085745122523,-0.383547515529047,0.0,0,0
369,Normal,-0.1568008514099144,-0.0866085745122523,-1.4076193819909306,0.0,0,0
370,Normal,-0.1567629541969965,-0.0866085745122523,0.2991670621122492,0.0,0,2
371,Normal,-0.1568008514099144,-0.0866085745122523,1.6645962173949629,0.0,0,2
372,Normal,-0.1568035583536942,-0.0866085745122523,-1.0662620931703433,0.0,0,0
373,Normal,-0.1568035583536942,-0.0866085745122523,-0.0421902267083382,0.0,0,0
374,Normal,-0.1567656611407764,-0.0866085745122523,-0.0421902267083382,0.0,0,0
